,px,timestamp
34891,1.0,1715796440
46900,1.0,1716076597
46958,1.0046577945470867,1716079333
47109,1.0046585278786775,1716085389
47295,1.0046590930143775,1716093523
47313,1.0046379617136676,1716094364
47432,1.004648497573798,1716101949
47468,1.0046488750953566,1716103016
47474,1.0046495848078079,1716103084
47597,1.004650046867729,1716109474
47628,1.0046513783954336,1716110350
47676,1.0046521928535643,1716111051
47763,1.0046526012492658,1716115669
47914,1.004652903700763,1716123607
47920,1.004633935067243,1716123886
47937,1.0046365589054922,1716124205
48207,1.0046389249383274,1716137737
48209,1.0046401079557894,1716137781
48211,1.0046403918800841,1716137848
48224,1.0046403607326877,1716138027
48359,1.0046345721769638,1716142939
48465,1.004635605267664,1716148274
48519,1.004636076761552,1716149958
48799,1.004636076761552,1716162906
